アパート,アパート,apartment
ベッド,ベッド,bed
シャワー,シャワー,shower
台所,だいどころ,kitchen
椅子,いす,chair
家,いえ,house; residence; family
ドア,ドア,door
庭,にわ,garden
窓,まど,window
家庭,かてい,household
部屋,へや,room
トイレ,トイレ,toilet
テーブル,テーブル,table
テレビ,テレビ,television; TV
お手洗い,おてあらい,toilet; restroom; lavatory; bathroom
机,つくえ,desk
ストーブ,ストーブ,heater; stove
洗濯,せんたく,washing; laundry
冷蔵庫,れいぞうこ,refrigerator
ラジオ,ラジオ,radio
本棚,ほんだな,bookshelf; bookcase
お風呂,おふろ,bath
廊下,ろうか,corridor; hallway; passageway
